Family,Breed,Path,Set
Gato,Abyssinian,images/Abyssinian_140.jpg,train
Gato,Bombay,images/Bombay_161.jpg,test
Gato,Russian_Blue,images/Russian_Blue_203.jpg,train
Gato,British_Shorthair,images/British_Shorthair_164.jpg,train
Gato,Birman,images/Birman_124.jpg,train
Gato,Russian_Blue,images/Russian_Blue_61.jpg,train
Gato,Bombay,images/Bombay_186.jpg,train
Gato,Bengal,images/Bengal_146.jpg,train
Gato,Siamese,images/Siamese_50.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_183.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_146.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_99.jpg,train
Gato,Bombay,images/Bombay_115.jpg,train
Gato,Bombay,images/Bombay_46.jpg,train
Gato,Bombay,images/Bombay_170.jpg,train
Gato,Sphynx,images/Sphynx_99.jpg,test
Gato,Bombay,images/Bombay_19.jpg,train
Gato,Abyssinian,images/Abyssinian_131.jpg,train
Gato,Sphynx,images/Sphynx_133.jpg,train
Gato,British_Shorthair,images/British_Shorthair_172.jpg,train
Gato,Bengal,images/Bengal_47.jpg,train
Gato,Birman,images/Birman_165.jpg,train
Gato,British_Shorthair,images/British_Shorthair_111.jpg,train
Gato,Bombay,images/Bombay_131.jpg,train
Gato,Ragdoll,images/Ragdoll_56.jpg,test
Gato,Egyptian_Mau,images/Egyptian_Mau_67.jpg,train
Gato,Siamese,images/Siamese_225.jpg,train
Gato,Sphynx,images/Sphynx_165.jpg,train
Gato,Abyssinian,images/Abyssinian_111.jpg,train
Gato,Abyssinian,images/Abyssinian_112.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_160.jpg,train
Gato,Siamese,images/Siamese_144.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_11.jpg,train
Gato,Bengal,images/Bengal_117.jpg,train
Gato,Persian,images/Persian_117.jpg,test
Gato,Ragdoll,images/Ragdoll_31.jpg,train
Gato,Sphynx,images/Sphynx_29.jpg,train
Gato,Ragdoll,images/Ragdoll_125.jpg,train
Gato,Ragdoll,images/Ragdoll_112.jpg,test
Gato,Persian,images/Persian_72.jpg,train
Gato,Abyssinian,images/Abyssinian_190.jpg,train
Gato,Maine_Coon,images/Maine_Coon_63.jpg,train
Gato,Persian,images/Persian_105.jpg,train
Gato,Bombay,images/Bombay_76.jpg,train
Gato,Birman,images/Birman_22.jpg,train
Gato,Sphynx,images/Sphynx_122.jpg,train
Gato,Siamese,images/Siamese_131.jpg,train
Gato,Abyssinian,images/Abyssinian_82.jpg,test
Gato,Siamese,images/Siamese_122.jpg,train
Gato,Bombay,images/Bombay_139.jpg,train
Gato,Russian_Blue,images/Russian_Blue_40.jpg,train
Gato,Ragdoll,images/Ragdoll_219.jpg,train
Gato,Siamese,images/Siamese_69.jpg,train
Gato,Bombay,images/Bombay_8.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_27.jpg,train
Gato,Bengal,images/Bengal_105.jpg,train
Gato,Persian,images/Persian_164.jpg,train
Gato,Abyssinian,images/Abyssinian_135.jpg,train
Gato,Ragdoll,images/Ragdoll_30.jpg,train
Gato,Maine_Coon,images/Maine_Coon_271.jpg,train
Gato,Ragdoll,images/Ragdoll_90.jpg,train
Gato,Sphynx,images/Sphynx_115.jpg,train
Gato,Siamese,images/Siamese_117.jpg,train
Gato,British_Shorthair,images/British_Shorthair_95.jpg,train
Gato,Bombay,images/Bombay_105.jpg,train
Gato,Ragdoll,images/Ragdoll_163.jpg,train
Gato,Siamese,images/Siamese_185.jpg,train
Gato,British_Shorthair,images/British_Shorthair_34.jpg,test
Gato,Sphynx,images/Sphynx_172.jpg,train
Gato,Ragdoll,images/Ragdoll_174.jpg,train
Gato,Russian_Blue,images/Russian_Blue_73.jpg,train
Gato,Bombay,images/Bombay_129.jpg,train
Gato,Siamese,images/Siamese_99.jpg,train
Gato,Russian_Blue,images/Russian_Blue_184.jpg,train
Gato,Bombay,images/Bombay_123.jpg,train
Gato,Bombay,images/Bombay_163.jpg,train
Gato,Bombay,images/Bombay_112.jpg,train
Gato,Russian_Blue,images/Russian_Blue_74.jpg,train
Gato,British_Shorthair,images/British_Shorthair_178.jpg,train
Gato,Birman,images/Birman_116.jpg,train
Gato,Persian,images/Persian_41.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_28.jpg,test
Gato,Sphynx,images/Sphynx_12.jpg,test
Gato,Birman,images/Birman_46.jpg,test
Gato,Siamese,images/Siamese_21.jpg,train
Gato,Ragdoll,images/Ragdoll_85.jpg,train
Gato,Siamese,images/Siamese_224.jpg,train
Gato,Bengal,images/Bengal_70.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_178.jpg,test
Gato,Maine_Coon,images/Maine_Coon_78.jpg,train
Gato,Persian,images/Persian_102.jpg,test
Gato,Sphynx,images/Sphynx_212.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_120.jpg,train
Gato,Bengal,images/Bengal_54.jpg,test
Gato,Russian_Blue,images/Russian_Blue_101.jpg,train
Gato,Ragdoll,images/Ragdoll_234.jpg,train
Gato,Bengal,images/Bengal_96.jpg,train
Gato,Birman,images/Birman_128.jpg,train
Gato,Ragdoll,images/Ragdoll_183.jpg,train
Gato,Russian_Blue,images/Russian_Blue_191.jpg,train
Gato,Maine_Coon,images/Maine_Coon_163.jpg,train
Gato,British_Shorthair,images/British_Shorthair_269.jpg,train
Gato,Bombay,images/Bombay_188.jpg,train
Gato,Bombay,images/Bombay_23.jpg,train
Gato,Bengal,images/Bengal_9.jpg,train
Gato,Bombay,images/Bombay_103.jpg,train
Gato,British_Shorthair,images/British_Shorthair_117.jpg,train
Gato,Sphynx,images/Sphynx_129.jpg,train
Gato,Abyssinian,images/Abyssinian_118.jpg,train
Gato,British_Shorthair,images/British_Shorthair_210.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_171.jpg,train
Gato,Maine_Coon,images/Maine_Coon_61.jpg,train
Gato,British_Shorthair,images/British_Shorthair_127.jpg,train
Gato,Siamese,images/Siamese_26.jpg,train
Gato,British_Shorthair,images/British_Shorthair_185.jpg,train
Gato,British_Shorthair,images/British_Shorthair_31.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_186.jpg,train
Gato,British_Shorthair,images/British_Shorthair_93.jpg,train
Gato,Siamese,images/Siamese_103.jpg,train
Gato,British_Shorthair,images/British_Shorthair_88.jpg,train
Gato,Birman,images/Birman_89.jpg,train
Gato,Bengal,images/Bengal_46.jpg,test
Gato,Bengal,images/Bengal_184.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_180.jpg,train
Gato,Siamese,images/Siamese_227.jpg,train
Gato,Bombay,images/Bombay_205.jpg,train
Gato,Siamese,images/Siamese_28.jpg,train
Gato,Birman,images/Birman_95.jpg,train
Gato,Birman,images/Birman_148.jpg,train
Gato,Ragdoll,images/Ragdoll_262.jpg,train
Gato,Bombay,images/Bombay_146.jpg,train
Gato,Abyssinian,images/Abyssinian_201.jpg,train
Gato,Abyssinian,images/Abyssinian_138.jpg,train
Gato,Siamese,images/Siamese_145.jpg,train
Gato,Maine_Coon,images/Maine_Coon_108.jpg,train
Gato,Bombay,images/Bombay_156.jpg,train
Gato,Bombay,images/Bombay_202.jpg,train
Gato,Bengal,images/Bengal_91.jpg,train
Gato,Bombay,images/Bombay_27.jpg,train
Gato,Maine_Coon,images/Maine_Coon_31.jpg,train
Gato,Bengal,images/Bengal_104.jpg,train
Gato,Ragdoll,images/Ragdoll_13.jpg,train
Gato,Birman,images/Birman_63.jpg,train
Gato,Abyssinian,images/Abyssinian_156.jpg,train
Gato,Ragdoll,images/Ragdoll_127.jpg,train
Gato,Ragdoll,images/Ragdoll_118.jpg,train
Gato,Siamese,images/Siamese_33.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_88.jpg,train
Gato,Bengal,images/Bengal_64.jpg,train
Gato,Ragdoll,images/Ragdoll_78.jpg,train
Gato,Ragdoll,images/Ragdoll_73.jpg,train
Gato,Birman,images/Birman_134.jpg,train
Gato,Sphynx,images/Sphynx_213.jpg,train
Gato,Russian_Blue,images/Russian_Blue_222.jpg,train
Gato,Abyssinian,images/Abyssinian_180.jpg,train
Gato,Persian,images/Persian_4.jpg,train
Gato,Sphynx,images/Sphynx_201.jpg,train
Gato,Birman,images/Birman_157.jpg,train
Gato,Bengal,images/Bengal_102.jpg,train
Gato,Sphynx,images/Sphynx_49.jpg,train
Gato,Bombay,images/Bombay_70.jpg,test
Gato,Sphynx,images/Sphynx_80.jpg,train
Gato,Maine_Coon,images/Maine_Coon_51.jpg,train
Gato,British_Shorthair,images/British_Shorthair_139.jpg,train
Gato,Maine_Coon,images/Maine_Coon_214.jpg,train
Gato,Maine_Coon,images/Maine_Coon_159.jpg,train
Gato,Siamese,images/Siamese_57.jpg,train
Gato,Russian_Blue,images/Russian_Blue_18.jpg,train
Gato,Bengal,images/Bengal_62.jpg,train
Gato,British_Shorthair,images/British_Shorthair_33.jpg,train
Gato,Bengal,images/Bengal_60.jpg,train
Gato,Sphynx,images/Sphynx_252.jpg,train
Gato,Abyssinian,images/Abyssinian_26.jpg,train
Gato,British_Shorthair,images/British_Shorthair_119.jpg,test
Gato,Maine_Coon,images/Maine_Coon_85.jpg,train
Gato,Bengal,images/Bengal_98.jpg,train
Gato,Birman,images/Birman_107.jpg,train
Gato,Russian_Blue,images/Russian_Blue_180.jpg,train
Gato,British_Shorthair,images/British_Shorthair_130.jpg,train
Gato,British_Shorthair,images/British_Shorthair_124.jpg,train
Gato,Abyssinian,images/Abyssinian_155.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_179.jpg,test
Gato,Siamese,images/Siamese_162.jpg,train
Gato,Ragdoll,images/Ragdoll_75.jpg,train
Gato,Ragdoll,images/Ragdoll_129.jpg,train
Gato,Bengal,images/Bengal_109.jpg,train
Gato,Bengal,images/Bengal_119.jpg,train
Gato,Persian,images/Persian_270.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_92.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_90.jpg,train
Gato,Bombay,images/Bombay_174.jpg,test
Gato,British_Shorthair,images/British_Shorthair_154.jpg,test
Gato,Persian,images/Persian_53.jpg,train
Gato,Persian,images/Persian_187.jpg,train
Gato,Abyssinian,images/Abyssinian_169.jpg,train
Gato,Persian,images/Persian_239.jpg,train
Gato,British_Shorthair,images/British_Shorthair_40.jpg,train
Gato,Siamese,images/Siamese_154.jpg,train
Gato,Birman,images/Birman_92.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_106.jpg,train
Gato,Sphynx,images/Sphynx_105.jpg,train
Gato,British_Shorthair,images/British_Shorthair_51.jpg,train
Gato,Ragdoll,images/Ragdoll_180.jpg,train
Gato,Russian_Blue,images/Russian_Blue_228.jpg,train
Gato,Bengal,images/Bengal_163.jpg,test
Gato,Abyssinian,images/Abyssinian_19.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_189.jpg,train
Gato,Siamese,images/Siamese_113.jpg,test
Gato,Ragdoll,images/Ragdoll_199.jpg,train
Gato,Sphynx,images/Sphynx_145.jpg,train
Gato,British_Shorthair,images/British_Shorthair_71.jpg,train
Gato,Birman,images/Birman_119.jpg,train
Gato,Bengal,images/Bengal_135.jpg,train
Gato,Siamese,images/Siamese_155.jpg,train
Gato,Abyssinian,images/Abyssinian_55.jpg,train
Gato,Siamese,images/Siamese_66.jpg,train
Gato,Maine_Coon,images/Maine_Coon_17.jpg,train
Gato,Maine_Coon,images/Maine_Coon_77.jpg,train
Gato,Russian_Blue,images/Russian_Blue_151.jpg,train
Gato,Persian,images/Persian_69.jpg,train
Gato,Russian_Blue,images/Russian_Blue_154.jpg,train
Gato,Bombay,images/Bombay_59.jpg,train
Gato,Siamese,images/Siamese_153.jpg,train
Gato,Sphynx,images/Sphynx_51.jpg,train
Gato,Ragdoll,images/Ragdoll_95.jpg,train
Gato,Abyssinian,images/Abyssinian_66.jpg,train
Gato,Bengal,images/Bengal_124.jpg,train
Gato,Abyssinian,images/Abyssinian_27.jpg,train
Gato,Russian_Blue,images/Russian_Blue_194.jpg,test
Gato,Ragdoll,images/Ragdoll_106.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_128.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_112.jpg,train
Gato,Birman,images/Birman_44.jpg,train
Gato,Abyssinian,images/Abyssinian_154.jpg,train
Gato,Maine_Coon,images/Maine_Coon_187.jpg,train
Gato,Sphynx,images/Sphynx_178.jpg,train
Gato,Sphynx,images/Sphynx_91.jpg,train
Gato,Ragdoll,images/Ragdoll_245.jpg,train
Gato,Maine_Coon,images/Maine_Coon_268.jpg,train
Gato,Sphynx,images/Sphynx_82.jpg,train
Gato,Siamese,images/Siamese_98.jpg,train
Gato,Sphynx,images/Sphynx_70.jpg,train
Gato,Bengal,images/Bengal_107.jpg,train
Gato,Bombay,images/Bombay_133.jpg,train
Gato,Siamese,images/Siamese_30.jpg,train
Gato,Persian,images/Persian_30.jpg,train
Gato,Maine_Coon,images/Maine_Coon_112.jpg,train
Gato,Persian,images/Persian_34.jpg,train
Gato,Abyssinian,images/Abyssinian_136.jpg,train
Gato,Bengal,images/Bengal_52.jpg,train
Gato,Ragdoll,images/Ragdoll_114.jpg,train
Gato,Abyssinian,images/Abyssinian_90.jpg,test
Gato,Ragdoll,images/Ragdoll_1.jpg,train
Gato,Maine_Coon,images/Maine_Coon_75.jpg,train
Gato,Bombay,images/Bombay_101.jpg,test
Gato,Bombay,images/Bombay_157.jpg,train
Gato,Bengal,images/Bengal_121.jpg,train
Gato,Abyssinian,images/Abyssinian_47.jpg,test
Gato,Egyptian_Mau,images/Egyptian_Mau_207.jpg,train
Gato,Maine_Coon,images/Maine_Coon_33.jpg,train
Gato,Abyssinian,images/Abyssinian_8.jpg,train
Gato,Bombay,images/Bombay_81.jpg,train
Gato,Bengal,images/Bengal_122.jpg,test
Gato,Bombay,images/Bombay_138.jpg,train
Gato,Ragdoll,images/Ragdoll_89.jpg,train
Gato,Russian_Blue,images/Russian_Blue_57.jpg,test
Gato,Bengal,images/Bengal_65.jpg,train
Gato,Ragdoll,images/Ragdoll_119.jpg,train
Gato,Bombay,images/Bombay_55.jpg,train
Gato,Russian_Blue,images/Russian_Blue_13.jpg,train
Gato,Bombay,images/Bombay_119.jpg,train
Gato,Siamese,images/Siamese_169.jpg,train
Gato,Maine_Coon,images/Maine_Coon_136.jpg,train
Gato,Ragdoll,images/Ragdoll_116.jpg,train
Gato,Birman,images/Birman_193.jpg,train
Gato,Maine_Coon,images/Maine_Coon_131.jpg,train
Gato,Bombay,images/Bombay_130.jpg,train
Gato,Bombay,images/Bombay_13.jpg,train
Gato,Bombay,images/Bombay_162.jpg,train
Gato,Ragdoll,images/Ragdoll_4.jpg,train
Gato,Siamese,images/Siamese_65.jpg,train
Gato,Bengal,images/Bengal_81.jpg,train
Gato,Abyssinian,images/Abyssinian_77.jpg,train
Gato,Birman,images/Birman_86.jpg,train
Gato,Ragdoll,images/Ragdoll_235.jpg,train
Gato,Bombay,images/Bombay_73.jpg,train
Gato,British_Shorthair,images/British_Shorthair_218.jpg,train
Gato,Abyssinian,images/Abyssinian_73.jpg,train
Gato,British_Shorthair,images/British_Shorthair_97.jpg,train
Gato,British_Shorthair,images/British_Shorthair_64.jpg,train
Gato,Sphynx,images/Sphynx_203.jpg,train
Gato,Bombay,images/Bombay_209.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_84.jpg,train
Gato,Sphynx,images/Sphynx_223.jpg,train
Gato,Russian_Blue,images/Russian_Blue_146.jpg,train
Gato,Sphynx,images/Sphynx_102.jpg,test
Gato,Bombay,images/Bombay_33.jpg,train
Gato,Persian,images/Persian_128.jpg,train
Gato,Birman,images/Birman_12.jpg,train
Gato,Sphynx,images/Sphynx_170.jpg,train
Gato,Bengal,images/Bengal_25.jpg,train
Gato,Birman,images/Birman_198.jpg,train
Gato,Persian,images/Persian_44.jpg,train
Gato,Ragdoll,images/Ragdoll_228.jpg,train
Gato,Bengal,images/Bengal_174.jpg,train
Gato,Abyssinian,images/Abyssinian_22.jpg,train
Gato,Ragdoll,images/Ragdoll_156.jpg,train
Gato,Sphynx,images/Sphynx_230.jpg,train
Gato,Persian,images/Persian_20.jpg,train
Gato,Persian,images/Persian_58.jpg,train
Gato,Sphynx,images/Sphynx_44.jpg,train
Gato,British_Shorthair,images/British_Shorthair_114.jpg,train
Gato,Bombay,images/Bombay_194.jpg,train
Gato,Persian,images/Persian_134.jpg,train
Gato,Persian,images/Persian_12.jpg,test
Gato,Birman,images/Birman_94.jpg,train
Gato,Maine_Coon,images/Maine_Coon_41.jpg,train
Gato,Ragdoll,images/Ragdoll_51.jpg,train
Gato,Abyssinian,images/Abyssinian_202.jpg,train
Gato,British_Shorthair,images/British_Shorthair_42.jpg,train
Gato,Bombay,images/Bombay_56.jpg,train
Gato,Siamese,images/Siamese_81.jpg,train
Gato,Birman,images/Birman_35.jpg,train
Gato,Sphynx,images/Sphynx_28.jpg,train
Gato,Bengal,images/Bengal_3.jpg,train
Gato,Maine_Coon,images/Maine_Coon_246.jpg,train
Gato,Russian_Blue,images/Russian_Blue_49.jpg,train
Gato,Abyssinian,images/Abyssinian_2.jpg,train
Gato,Siamese,images/Siamese_196.jpg,train
Gato,Bengal,images/Bengal_132.jpg,test
Gato,Egyptian_Mau,images/Egyptian_Mau_154.jpg,train
Gato,British_Shorthair,images/British_Shorthair_92.jpg,train
Gato,British_Shorthair,images/British_Shorthair_63.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_53.jpg,train
Gato,Ragdoll,images/Ragdoll_72.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_54.jpg,train
Gato,Bengal,images/Bengal_125.jpg,train
Gato,Siamese,images/Siamese_83.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_50.jpg,train
Gato,Maine_Coon,images/Maine_Coon_142.jpg,train
Gato,British_Shorthair,images/British_Shorthair_241.jpg,train
Gato,Russian_Blue,images/Russian_Blue_109.jpg,train
Gato,Maine_Coon,images/Maine_Coon_38.jpg,train
Gato,Birman,images/Birman_135.jpg,test
Gato,Sphynx,images/Sphynx_248.jpg,train
Gato,Siamese,images/Siamese_93.jpg,train
Gato,Siamese,images/Siamese_146.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_134.jpg,train
Gato,Ragdoll,images/Ragdoll_25.jpg,train
Gato,Russian_Blue,images/Russian_Blue_158.jpg,train
Gato,Maine_Coon,images/Maine_Coon_169.jpg,train
Gato,Bengal,images/Bengal_30.jpg,test
Gato,Maine_Coon,images/Maine_Coon_129.jpg,train
Gato,Russian_Blue,images/Russian_Blue_144.jpg,train
Gato,Bengal,images/Bengal_153.jpg,train
Gato,Birman,images/Birman_126.jpg,train
Gato,Russian_Blue,images/Russian_Blue_106.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_163.jpg,train
Gato,Persian,images/Persian_70.jpg,train
Gato,British_Shorthair,images/British_Shorthair_41.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_40.jpg,train
Gato,Bombay,images/Bombay_136.jpg,test
Gato,Egyptian_Mau,images/Egyptian_Mau_1.jpg,train
Gato,Bombay,images/Bombay_43.jpg,train
Gato,Bengal,images/Bengal_99.jpg,train
Gato,Persian,images/Persian_61.jpg,train
Gato,Ragdoll,images/Ragdoll_205.jpg,train
Gato,Maine_Coon,images/Maine_Coon_139.jpg,train
Gato,British_Shorthair,images/British_Shorthair_105.jpg,train
Gato,Persian,images/Persian_224.jpg,test
Gato,Egyptian_Mau,images/Egyptian_Mau_30.jpg,train
Gato,Bengal,images/Bengal_94.jpg,train
Gato,Birman,images/Birman_103.jpg,train
Gato,Birman,images/Birman_31.jpg,train
Gato,Sphynx,images/Sphynx_244.jpg,train
Gato,Bombay,images/Bombay_11.jpg,train
Gato,Abyssinian,images/Abyssinian_100.jpg,train
Gato,Bombay,images/Bombay_89.jpg,train
Gato,Birman,images/Birman_13.jpg,train
Gato,Sphynx,images/Sphynx_23.jpg,train
Gato,Ragdoll,images/Ragdoll_140.jpg,train
Gato,Bengal,images/Bengal_193.jpg,train
Gato,Bengal,images/Bengal_123.jpg,train
Gato,Siamese,images/Siamese_176.jpg,train
Gato,Abyssinian,images/Abyssinian_69.jpg,train
Gato,British_Shorthair,images/British_Shorthair_136.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_150.jpg,train
Gato,Ragdoll,images/Ragdoll_181.jpg,train
Gato,Siamese,images/Siamese_87.jpg,test
Gato,British_Shorthair,images/British_Shorthair_271.jpg,test
Gato,Birman,images/Birman_10.jpg,train
Gato,Ragdoll,images/Ragdoll_145.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_118.jpg,train
Gato,Russian_Blue,images/Russian_Blue_244.jpg,train
Gato,Siamese,images/Siamese_96.jpg,train
Gato,Sphynx,images/Sphynx_134.jpg,train
Gato,Bombay,images/Bombay_98.jpg,train
Gato,Abyssinian,images/Abyssinian_212.jpg,train
Gato,British_Shorthair,images/British_Shorthair_9.jpg,train
Gato,Maine_Coon,images/Maine_Coon_58.jpg,test
Gato,British_Shorthair,images/British_Shorthair_56.jpg,train
Gato,Maine_Coon,images/Maine_Coon_23.jpg,train
Gato,Sphynx,images/Sphynx_39.jpg,train
Gato,British_Shorthair,images/British_Shorthair_133.jpg,test
Gato,Persian,images/Persian_52.jpg,train
Gato,Bombay,images/Bombay_193.jpg,train
Gato,British_Shorthair,images/British_Shorthair_113.jpg,train
Gato,Abyssinian,images/Abyssinian_150.jpg,test
Gato,Abyssinian,images/Abyssinian_83.jpg,train
Gato,Abyssinian,images/Abyssinian_6.jpg,train
Gato,Siamese,images/Siamese_47.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_153.jpg,train
Gato,Sphynx,images/Sphynx_30.jpg,train
Gato,Birman,images/Birman_98.jpg,test
Gato,Abyssinian,images/Abyssinian_127.jpg,train
Gato,Birman,images/Birman_48.jpg,train
Gato,Persian,images/Persian_137.jpg,train
Gato,Siamese,images/Siamese_92.jpg,train
Gato,Maine_Coon,images/Maine_Coon_52.jpg,train
Gato,Birman,images/Birman_54.jpg,train
Gato,Bombay,images/Bombay_96.jpg,train
Gato,Bengal,images/Bengal_114.jpg,train
Gato,Birman,images/Birman_83.jpg,train
Gato,British_Shorthair,images/British_Shorthair_177.jpg,train
Gato,Sphynx,images/Sphynx_58.jpg,train
Gato,Abyssinian,images/Abyssinian_207.jpg,train
Gato,Russian_Blue,images/Russian_Blue_12.jpg,train
Gato,Ragdoll,images/Ragdoll_58.jpg,test
Gato,Sphynx,images/Sphynx_228.jpg,train
Gato,Siamese,images/Siamese_116.jpg,train
Gato,Siamese,images/Siamese_32.jpg,train
Gato,Persian,images/Persian_162.jpg,train
Gato,Bombay,images/Bombay_116.jpg,train
Gato,Persian,images/Persian_37.jpg,train
Gato,Russian_Blue,images/Russian_Blue_135.jpg,train
Gato,Birman,images/Birman_6.jpg,test
Gato,Egyptian_Mau,images/Egyptian_Mau_123.jpg,train
Gato,Bombay,images/Bombay_159.jpg,train
Gato,Siamese,images/Siamese_233.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_176.jpg,train
Gato,Russian_Blue,images/Russian_Blue_54.jpg,train
Gato,Bengal,images/Bengal_192.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_44.jpg,train
Gato,Sphynx,images/Sphynx_197.jpg,test
Gato,Bengal,images/Bengal_196.jpg,train
Gato,Bengal,images/Bengal_38.jpg,train
Gato,Ragdoll,images/Ragdoll_173.jpg,train
Gato,Birman,images/Birman_71.jpg,train
Gato,Ragdoll,images/Ragdoll_9.jpg,train
Gato,Ragdoll,images/Ragdoll_176.jpg,train
Gato,Persian,images/Persian_176.jpg,train
Gato,Sphynx,images/Sphynx_34.jpg,train
Gato,Persian,images/Persian_62.jpg,train
Gato,Egyptian_Mau,images/Egyptian_Mau_16.jpg,test
Gato,Russian_Blue,images/Russian_Blue_264.jpg,train
Gato,Persian,images/Persian_42.jpg,train
Gato,Ragdoll,images/Ragdoll_171.jpg,train
Gato,Maine_Coon,images/Maine_Coon_66.jpg,train
Gato,Russian_Blue,images/Russian_Blue_81.jpg,train
Gato,Russian_Blue,images/Russian_Blue_212.jpg,train
