Family,Breed,Path
Perro,chihuahua,images/chihuahua_17.jpg
Perro,beagle,images/beagle_125.jpg
Perro,miniature_pinscher,images/miniature_pinscher_90.jpg
Perro,german_shorthaired,images/german_shorthaired_166.jpg
Perro,english_cocker_spaniel,images/english_cocker_spaniel_33.jpg
Perro,scottish_terrier,images/scottish_terrier_169.jpg
Perro,samoyed,images/samoyed_140.jpg
Gato,Egyptian_Mau,images/Egyptian_Mau_183.jpg
Gato,Egyptian_Mau,images/Egyptian_Mau_146.jpg
Perro,pug,images/pug_36.jpg
Gato,Egyptian_Mau,images/Egyptian_Mau_99.jpg
Gato,Bombay,images/Bombay_115.jpg
Perro,american_pit_bull_terrier,images/american_pit_bull_terrier_14.jpg
Gato,Bombay,images/Bombay_46.jpg
Gato,Bombay,images/Bombay_170.jpg
Perro,great_pyrenees,images/great_pyrenees_35.jpg
Gato,Sphynx,images/Sphynx_99.jpg
Perro,german_shorthaired,images/german_shorthaired_22.jpg
Perro,leonberger,images/leonberger_50.jpg
Perro,wheaten_terrier,images/wheaten_terrier_166.jpg
Perro,scottish_terrier,images/scottish_terrier_149.jpg
Perro,great_pyrenees,images/great_pyrenees_43.jpg
Gato,Bombay,images/Bombay_19.jpg
Perro,scottish_terrier,images/scottish_terrier_71.jpg
Perro,yorkshire_terrier,images/yorkshire_terrier_82.jpg
Perro,boxer,images/boxer_26.jpg
Perro,american_pit_bull_terrier,images/american_pit_bull_terrier_5.jpg
Perro,beagle,images/beagle_134.jpg
Gato,Abyssinian,images/Abyssinian_131.jpg
Gato,Sphynx,images/Sphynx_133.jpg
Gato,British_Shorthair,images/British_Shorthair_172.jpg
Perro,havanese,images/havanese_87.jpg
Perro,saint_bernard,images/saint_bernard_170.jpg
Gato,Bengal,images/Bengal_47.jpg
Perro,american_bulldog,images/american_bulldog_35.jpg
Perro,miniature_pinscher,images/miniature_pinscher_88.jpg
Gato,Birman,images/Birman_165.jpg
Gato,British_Shorthair,images/British_Shorthair_111.jpg
Perro,shiba_inu,images/shiba_inu_207.jpg
Gato,Bombay,images/Bombay_131.jpg
Perro,staffordshire_bull_terrier,images/staffordshire_bull_terrier_10.jpg
Gato,Ragdoll,images/Ragdoll_56.jpg
Perro,miniature_pinscher,images/miniature_pinscher_165.jpg
Gato,Egyptian_Mau,images/Egyptian_Mau_67.jpg
Perro,havanese,images/havanese_19.jpg
Perro,pug,images/pug_60.jpg
Gato,Siamese,images/Siamese_225.jpg
Gato,Sphynx,images/Sphynx_165.jpg
Perro,miniature_pinscher,images/miniature_pinscher_164.jpg
Gato,Abyssinian,images/Abyssinian_111.jpg
Perro,yorkshire_terrier,images/yorkshire_terrier_95.jpg
Gato,Abyssinian,images/Abyssinian_112.jpg
Perro,miniature_pinscher,images/miniature_pinscher_149.jpg
Perro,chihuahua,images/chihuahua_14.jpg
Gato,Egyptian_Mau,images/Egyptian_Mau_160.jpg
Gato,Siamese,images/Siamese_144.jpg
Perro,basset_hound,images/basset_hound_171.jpg
Perro,yorkshire_terrier,images/yorkshire_terrier_119.jpg
Perro,chihuahua,images/chihuahua_116.jpg
Perro,scottish_terrier,images/scottish_terrier_198.jpg
Gato,Egyptian_Mau,images/Egyptian_Mau_11.jpg
Perro,japanese_chin,images/japanese_chin_26.jpg
Perro,shiba_inu,images/shiba_inu_180.jpg
Perro,newfoundland,images/newfoundland_52.jpg
Perro,boxer,images/boxer_152.jpg
Gato,Bengal,images/Bengal_117.jpg
Gato,Persian,images/Persian_117.jpg
Gato,Ragdoll,images/Ragdoll_31.jpg
Perro,boxer,images/boxer_129.jpg
Perro,yorkshire_terrier,images/yorkshire_terrier_162.jpg
Gato,Sphynx,images/Sphynx_29.jpg
Gato,Ragdoll,images/Ragdoll_125.jpg
Perro,leonberger,images/leonberger_9.jpg
Perro,boxer,images/boxer_97.jpg
Gato,Ragdoll,images/Ragdoll_112.jpg
Gato,Persian,images/Persian_72.jpg
Perro,american_bulldog,images/american_bulldog_29.jpg
Perro,great_pyrenees,images/great_pyrenees_119.jpg
Perro,boxer,images/boxer_85.jpg
Gato,Abyssinian,images/Abyssinian_190.jpg
Gato,Maine_Coon,images/Maine_Coon_63.jpg
Perro,boxer,images/boxer_39.jpg
Perro,miniature_pinscher,images/miniature_pinscher_21.jpg
Perro,basset_hound,images/basset_hound_196.jpg
Gato,Persian,images/Persian_105.jpg
Perro,samoyed,images/samoyed_89.jpg
Gato,Bombay,images/Bombay_76.jpg
Perro,basset_hound,images/basset_hound_148.jpg
Perro,samoyed,images/samoyed_47.jpg
Gato,Birman,images/Birman_22.jpg
Gato,Sphynx,images/Sphynx_122.jpg
Gato,Siamese,images/Siamese_131.jpg
Gato,Abyssinian,images/Abyssinian_82.jpg
Perro,shiba_inu,images/shiba_inu_164.jpg
Gato,Siamese,images/Siamese_122.jpg
Perro,havanese,images/havanese_20.jpg
Gato,Bombay,images/Bombay_139.jpg
Perro,japanese_chin,images/japanese_chin_196.jpg
Gato,Russian_Blue,images/Russian_Blue_40.jpg
Perro,keeshond,images/keeshond_63.jpg
Perro,beagle,images/beagle_165.jpg
Perro,beagle,images/beagle_131.jpg
Gato,Ragdoll,images/Ragdoll_219.jpg
Perro,american_bulldog,images/american_bulldog_38.jpg
Perro,english_setter,images/english_setter_25.jpg
Perro,newfoundland,images/newfoundland_129.jpg
Perro,basset_hound,images/basset_hound_61.jpg
Gato,Siamese,images/Siamese_69.jpg
Perro,english_cocker_spaniel,images/english_cocker_spaniel_53.jpg
Perro,boxer,images/boxer_145.jpg
Perro,havanese,images/havanese_47.jpg
Gato,Bombay,images/Bombay_8.jpg
Perro,samoyed,images/samoyed_18.jpg
Perro,samoyed,images/samoyed_39.jpg
Perro,wheaten_terrier,images/wheaten_terrier_41.jpg
Perro,saint_bernard,images/saint_bernard_9.jpg
Gato,Egyptian_Mau,images/Egyptian_Mau_27.jpg
Perro,samoyed,images/samoyed_76.jpg
Perro,saint_bernard,images/saint_bernard_188.jpg
Gato,Bengal,images/Bengal_105.jpg
Perro,english_setter,images/english_setter_100.jpg
Gato,Persian,images/Persian_164.jpg
Perro,shiba_inu,images/shiba_inu_34.jpg
Perro,great_pyrenees,images/great_pyrenees_128.jpg
Gato,Abyssinian,images/Abyssinian_135.jpg
Perro,shiba_inu,images/shiba_inu_65.jpg
Gato,Ragdoll,images/Ragdoll_30.jpg
Perro,american_bulldog,images/american_bulldog_120.jpg
Perro,samoyed,images/samoyed_74.jpg
Perro,staffordshire_bull_terrier,images/staffordshire_bull_terrier_156.jpg
Perro,english_cocker_spaniel,images/english_cocker_spaniel_61.jpg
Gato,Maine_Coon,images/Maine_Coon_271.jpg
Perro,miniature_pinscher,images/miniature_pinscher_39.jpg
Gato,Ragdoll,images/Ragdoll_90.jpg
Perro,keeshond,images/keeshond_164.jpg
Perro,basset_hound,images/basset_hound_89.jpg
Perro,pomeranian,images/pomeranian_45.jpg
Perro,miniature_pinscher,images/miniature_pinscher_3.jpg
Perro,wheaten_terrier,images/wheaten_terrier_8.jpg
Gato,Sphynx,images/Sphynx_115.jpg
Perro,wheaten_terrier,images/wheaten_terrier_22.jpg
Perro,basset_hound,images/basset_hound_54.jpg
Perro,english_cocker_spaniel,images/english_cocker_spaniel_181.jpg
Gato,Siamese,images/Siamese_117.jpg
Perro,wheaten_terrier,images/wheaten_terrier_52.jpg
Perro,miniature_pinscher,images/miniature_pinscher_168.jpg
Gato,British_Shorthair,images/British_Shorthair_95.jpg
Perro,english_cocker_spaniel,images/english_cocker_spaniel_182.jpg
Gato,Bombay,images/Bombay_105.jpg
Perro,chihuahua,images/chihuahua_5.jpg
Gato,Ragdoll,images/Ragdoll_163.jpg
Gato,Siamese,images/Siamese_185.jpg
Perro,american_pit_bull_terrier,images/american_pit_bull_terrier_204.jpg
Perro,american_pit_bull_terrier,images/american_pit_bull_terrier_35.jpg
Perro,american_bulldog,images/american_bulldog_174.jpg
Perro,keeshond,images/keeshond_46.jpg
Gato,British_Shorthair,images/British_Shorthair_34.jpg
Perro,havanese,images/havanese_69.jpg
Perro,pug,images/pug_133.jpg
Perro,pug,images/pug_76.jpg
Perro,yorkshire_terrier,images/yorkshire_terrier_33.jpg
Perro,scottish_terrier,images/scottish_terrier_136.jpg
Perro,wheaten_terrier,images/wheaten_terrier_177.jpg
Perro,leonberger,images/leonberger_165.jpg
Perro,saint_bernard,images/saint_bernard_127.jpg
Perro,miniature_pinscher,images/miniature_pinscher_51.jpg
Perro,newfoundland,images/newfoundland_123.jpg
Perro,samoyed,images/samoyed_129.jpg
Perro,pomeranian,images/pomeranian_112.jpg
Gato,Sphynx,images/Sphynx_172.jpg
Perro,keeshond,images/keeshond_121.jpg
Gato,Ragdoll,images/Ragdoll_174.jpg
Perro,american_pit_bull_terrier,images/american_pit_bull_terrier_19.jpg
Perro,samoyed,images/samoyed_144.jpg
Perro,american_pit_bull_terrier,images/american_pit_bull_terrier_47.jpg
Gato,Russian_Blue,images/Russian_Blue_73.jpg
Gato,Bombay,images/Bombay_129.jpg
Gato,Siamese,images/Siamese_99.jpg
Gato,Russian_Blue,images/Russian_Blue_184.jpg
Perro,german_shorthaired,images/german_shorthaired_32.jpg
Gato,Bombay,images/Bombay_123.jpg
Perro,pomeranian,images/pomeranian_171.jpg
Perro,american_pit_bull_terrier,images/american_pit_bull_terrier_126.jpg
Perro,miniature_pinscher,images/miniature_pinscher_38.jpg
Gato,Bombay,images/Bombay_163.jpg
Perro,miniature_pinscher,images/miniature_pinscher_170.jpg
Perro,american_bulldog,images/american_bulldog_134.jpg
Gato,Bombay,images/Bombay_112.jpg
Perro,saint_bernard,images/saint_bernard_73.jpg
Gato,Russian_Blue,images/Russian_Blue_74.jpg
Perro,japanese_chin,images/japanese_chin_148.jpg
Gato,British_Shorthair,images/British_Shorthair_178.jpg
Gato,Birman,images/Birman_116.jpg
Perro,japanese_chin,images/japanese_chin_168.jpg
Perro,havanese,images/havanese_168.jpg
Perro,english_cocker_spaniel,images/english_cocker_spaniel_165.jpg
Gato,Persian,images/Persian_41.jpg
Perro,american_pit_bull_terrier,images/american_pit_bull_terrier_199.jpg
Gato,Egyptian_Mau,images/Egyptian_Mau_28.jpg
Gato,Sphynx,images/Sphynx_12.jpg
Perro,wheaten_terrier,images/wheaten_terrier_153.jpg
Gato,Birman,images/Birman_46.jpg
Perro,american_pit_bull_terrier,images/american_pit_bull_terrier_201.jpg
Perro,wheaten_terrier,images/wheaten_terrier_74.jpg
Perro,newfoundland,images/newfoundland_39.jpg
Gato,Siamese,images/Siamese_21.jpg
Perro,saint_bernard,images/saint_bernard_113.jpg
Perro,american_bulldog,images/american_bulldog_95.jpg
Perro,newfoundland,images/newfoundland_30.jpg
Gato,Ragdoll,images/Ragdoll_85.jpg
Gato,Siamese,images/Siamese_224.jpg
Gato,Bengal,images/Bengal_70.jpg
Perro,newfoundland,images/newfoundland_92.jpg
Perro,miniature_pinscher,images/miniature_pinscher_148.jpg
Perro,american_pit_bull_terrier,images/american_pit_bull_terrier_77.jpg
Perro,german_shorthaired,images/german_shorthaired_149.jpg
Gato,Egyptian_Mau,images/Egyptian_Mau_178.jpg
Perro,basset_hound,images/basset_hound_2.jpg
Gato,Maine_Coon,images/Maine_Coon_78.jpg
Perro,great_pyrenees,images/great_pyrenees_124.jpg
Gato,Persian,images/Persian_102.jpg
Perro,american_pit_bull_terrier,images/american_pit_bull_terrier_73.jpg
Perro,scottish_terrier,images/scottish_terrier_50.jpg
Perro,japanese_chin,images/japanese_chin_146.jpg
Perro,staffordshire_bull_terrier,images/staffordshire_bull_terrier_163.jpg
Perro,scottish_terrier,images/scottish_terrier_27.jpg
Gato,Sphynx,images/Sphynx_212.jpg
Perro,basset_hound,images/basset_hound_182.jpg
Perro,basset_hound,images/basset_hound_4.jpg
Perro,japanese_chin,images/japanese_chin_71.jpg
Gato,Egyptian_Mau,images/Egyptian_Mau_120.jpg
Perro,keeshond,images/keeshond_31.jpg
Gato,Bengal,images/Bengal_54.jpg
Perro,pug,images/pug_196.jpg
Perro,english_setter,images/english_setter_90.jpg
Gato,Russian_Blue,images/Russian_Blue_101.jpg
Perro,keeshond,images/keeshond_68.jpg
Gato,Ragdoll,images/Ragdoll_234.jpg
Perro,english_setter,images/english_setter_98.jpg
Perro,havanese,images/havanese_74.jpg
Perro,pomeranian,images/pomeranian_137.jpg
Perro,english_cocker_spaniel,images/english_cocker_spaniel_130.jpg
Perro,leonberger,images/leonberger_162.jpg
Perro,basset_hound,images/basset_hound_66.jpg
Perro,american_bulldog,images/american_bulldog_79.jpg
Gato,Bengal,images/Bengal_96.jpg
Gato,Birman,images/Birman_128.jpg
Gato,Ragdoll,images/Ragdoll_183.jpg
Perro,havanese,images/havanese_111.jpg
Perro,chihuahua,images/chihuahua_8.jpg
Perro,havanese,images/havanese_132.jpg
Perro,english_setter,images/english_setter_194.jpg
Gato,Russian_Blue,images/Russian_Blue_191.jpg
Gato,Maine_Coon,images/Maine_Coon_163.jpg
Perro,basset_hound,images/basset_hound_81.jpg
Gato,British_Shorthair,images/British_Shorthair_269.jpg
Gato,Bombay,images/Bombay_188.jpg
Perro,american_pit_bull_terrier,images/american_pit_bull_terrier_76.jpg
Perro,leonberger,images/leonberger_27.jpg
Perro,beagle,images/beagle_80.jpg
Perro,wheaten_terrier,images/wheaten_terrier_42.jpg
Gato,Bombay,images/Bombay_23.jpg
Perro,english_cocker_spaniel,images/english_cocker_spaniel_200.jpg
Perro,wheaten_terrier,images/wheaten_terrier_58.jpg
Perro,samoyed,images/samoyed_133.jpg
Perro,newfoundland,images/newfoundland_87.jpg
Gato,Bengal,images/Bengal_9.jpg
Perro,beagle,images/beagle_94.jpg
Perro,chihuahua,images/chihuahua_21.jpg
Gato,Bombay,images/Bombay_103.jpg
Perro,saint_bernard,images/saint_bernard_39.jpg
Gato,British_Shorthair,images/British_Shorthair_117.jpg
Perro,pug,images/pug_59.jpg
Perro,wheaten_terrier,images/wheaten_terrier_6.jpg
Perro,miniature_pinscher,images/miniature_pinscher_125.jpg
Perro,chihuahua,images/chihuahua_82.jpg
Gato,Sphynx,images/Sphynx_129.jpg
Gato,Abyssinian,images/Abyssinian_118.jpg
Perro,english_cocker_spaniel,images/english_cocker_spaniel_148.jpg
Perro,english_cocker_spaniel,images/english_cocker_spaniel_55.jpg
Perro,keeshond,images/keeshond_101.jpg
Gato,British_Shorthair,images/British_Shorthair_210.jpg
Gato,Egyptian_Mau,images/Egyptian_Mau_171.jpg
Perro,saint_bernard,images/saint_bernard_114.jpg
Perro,yorkshire_terrier,images/yorkshire_terrier_147.jpg
Perro,pug,images/pug_23.jpg
Perro,basset_hound,images/basset_hound_36.jpg
